1,88.7,0.1079,0.5,0.049
2,64.3,0.263,0.5,0.049
3,51.8,0.263,0.5,0.049
4,286.8,0.263,0.5,0.049
5,45.6,0.1325,0.5,0.049
6,99.3,0.263,0.5,0.049
7,115.9,0.1079,0.5,0.049
8,191,0.1079,0.5,0.049
9,56.4,0.1079,0.5,0.049
10,47.3,0.3127,0.5,0.049
11,99.2,0.1079,0.5,0.049
12,97.2,0.3127,0.5,0.049
13,56.7,0.1325,0.5,0.049
14,117.5,0.3127,0.5,0.049
15,25.6,0.1325,0.5,0.049
16,163,0.3127,0.5,0.049
17,189.3,0.3127,0.5,0.049
18,65.8,0.3938,0.5,0.049
19,42.4,0.1079,0.5,0.049
20,66,0.3938,0.5,0.049
21,72.1,0.3938,0.5,0.049
22,94.1,0.3127,0.5,0.049
23,31.9,0.1079,0.5,0.049
24,238.2,0.3127,0.5,0.049
25,430.7,0.3127,0.5,0.049
26,268.6,0.3127,0.5,0.049
27,336.5,0.3127,0.5,0.049
28,30.2,0.1603,0.5,0.049
29,289,0.3127,0.5,0.049
30,214.5,0.3127,0.5,0.049
31,183.2,0.3127,0.5,0.049
32,208,0.1079,0.5,0.049
33,273.6,0.3127,0.5,0.049
34,40.5,0.3127,0.5,0.049
35,59.2,0.3127,0.5,0.049
36,58.5,0.3127,0.5,0.049
37,41.7,0.1079,0.5,0.049
38,116.6,0.1079,0.5,0.049
39,217.2,0.2101,0.5,0.049
40,101.8,0.1079,0.5,0.049
41,66.7,0.2101,0.5,0.049
42,63.4,0.2101,0.5,0.049
43,53.4,0.1079,0.5,0.049
44,14.8,0.1079,0.5,0.049
45,86.8,0.2101,0.5,0.049
46,60.8,0.2101,0.5,0.049
47,38.8,0.1079,0.5,0.049
48,80.5,0.2101,0.5,0.049
49,42.1,0.1079,0.5,0.049
50,148.7,0.2101,0.5,0.049
51,59.7,0.1603,0.5,0.049
52,46.5,0.1079,0.5,0.049
53,135.6,0.1603,0.5,0.049
54,150.3,0.1603,0.5,0.049
55,33.4,0.1079,0.5,0.049
56,40.6,0.2101,0.5,0.049
57,137.5,0.1603,0.5,0.049
58,114,0.1603,0.5,0.049
59,20.2,0.1079,0.5,0.049
60,81.6,0.1603,0.5,0.049
61,56.5,0.1325,0.5,0.049
62,70.3,0.1079,0.5,0.049
63,22.2,0.1079,0.5,0.049
64,72.3,0.1079,0.5,0.049
65,59.9,0.1325,0.5,0.049
66,46.5,0.1079,0.5,0.049
67,72,0.1325,0.5,0.049
68,101.5,0.1079,0.5,0.049
69,17.9,0.1079,0.5,0.049
70,173.6,0.1079,0.5,0.049
71,100.4,0.1603,0.5,0.049
72,40.4,0.1079,0.5,0.049
73,116.1,0.1603,0.5,0.049
74,134.3,0.1603,0.5,0.049
75,58.9,0.1603,0.5,0.049
76,133,0.263,0.5,0.049
77,113.9,0.1079,0.5,0.049
78,167.5,0.263,0.5,0.049
79,134.9,0.1603,0.5,0.049
80,79.7,0.1079,0.5,0.049
81,103.9,0.1079,0.5,0.049
82,209.9,0.3127,0.5,0.049
83,296.3,0.3127,0.5,0.049
84,320.9,0.3938,0.5,0.049
85,55.4,0.3127,0.5,0.049
86,94.3,0.2101,0.5,0.049
87,55.4,0.1079,0.5,0.049
88,77,0.1603,0.5,0.049
89,103.7,0.2101,0.5,0.049
90,47.2,0.1079,0.5,0.049
91,69.3,0.1079,0.5,0.049
92,138.7,0.2101,0.5,0.049
93,51.7,0.2101,0.5,0.049
94,47.2,0.1603,0.5,0.049
95,169.5,0.2101,0.5,0.049
96,177.2,0.1603,0.5,0.049
97,52.7,0.2101,0.5,0.049
98,145,0.1603,0.5,0.049
99,122.4,0.1603,0.5,0.049
100,51.6,0.1079,0.5,0.049
101,108.1,0.1603,0.5,0.049
102,153.8,0.2101,0.5,0.049
103,93.8,0.2101,0.5,0.049
104,38.1,0.1079,0.5,0.049
105,28.6,0.2101,0.5,0.049
106,94.8,0.2101,0.5,0.049
107,125.9,0.1603,0.5,0.049
108,58.8,0.1079,0.5,0.049
109,103.5,0.1603,0.5,0.049
110,36.6,0.1325,0.5,0.049
111,54.1,0.1079,0.5,0.049
112,76.1,0.1079,0.5,0.049
113,66,0.1079,0.5,0.049
114,77.3,0.1603,0.5,0.049
115,66.6,0.1603,0.5,0.049
116,65.6,0.1079,0.5,0.049
117,46.9,0.2101,0.5,0.049
118,189.4,0.1079,0.5,0.049
119,104.1,0.1079,0.5,0.049
120,104.2,0.1603,0.5,0.049
121,77.7,0.1079,0.5,0.049
122,130.4,0.2101,0.5,0.049
123,38.5,0.1079,0.5,0.49
124,84.2,0.2101,0.5,0.49
125,101.2,0.2101,0.5,0.49
126,63.6,0.1325,0.5,0.49
127,184.1,0.1603,0.5,0.49
128,40,0.2101,0.5,0.49
129,205.7,0.2101,0.5,0.49
130,80.2,0.2101,0.5,0.49
131,42.9,0.1079,0.5,0.49
132,48.7,0.1603,0.5,0.49
133,91,0.2101,0.5,0.49
134,33.7,0.2101,0.5,0.49
135,102.1,0.1079,0.5,0.49
136,65.6,0.1079,0.5,0.49
137,69.4,0.2101,0.5,0.49
138,75.1,0.1079,0.5,0.49
139,58,0.1079,0.5,0.49
140,110.1,0.263,0.5,0.49
141,54.5,0.1079,0.5,0.49
142,43.8,0.263,0.5,0.49
143,50.5,0.1079,0.5,0.49
144,47.5,0.263,0.5,0.49
145,51.8,0.263,0.5,0.49
146,41,0.1325,0.5,0.49
147,74.7,0.1603,0.5,0.49
148,37.7,0.1079,0.5,0.49
149,70.6,0.1079,0.5,0.49
150,143.1,0.1603,0.5,0.49
151,20.6,0.1603,0.5,0.49
152,105.6,0.2101,0.5,0.49
153,75.6,0.1325,0.5,0.49
154,150.7,0.1079,0.5,0.49
155,172.1,0.2101,0.5,0.49
156,151.4,0.1079,0.5,0.49
157,59.8,0.3938,0.5,0.49
158,231.3,0.1603,0.5,0.49
159,228.9,0.3938,0.5,0.49
